grupo,comentario_p1
ADMINISTRATIVO,Ninguém sabe de nada é um verdadeiro desrespeito ao passiente perdi minha esposa por mal atendimento
PORTEIRO,Portaria ninguém usa crachá pra se identificar
ADMINISTRATIVO,"Primeiro ponto: Pediram para que eu chegasse às 7h30 da manhã do dia 04/06 e assim o fiz, porém meu parto aconteceu de 21h29 onde eu passei mais de 24h sem me alimentar onde em estado de diabete gestacional não pode acontecer um prazo tão longo.

Segundo: já tive bebê anteriormente na rede e em troca de plantão entre outros, os enfermeiros orientavam cada passo e situação na troca de plantão para a equipe seguir,  porém dessa vez não sabíamos a não ser que fosse perguntado o suporte por sua vez foi horrível tiveram apenas 2 enfermeiras ao longo do período que passei que foram prestativas e passavam informações e orientações. 
Após ir para o quarto nem os ?primeiros procedimentos? com a rn que seria aferir a glicose dela pois tive diabetes gestacional não foi feito regularmente.

Ressalto o bom atendimento da equipe do bloco cirúrgico, o bom acompanhamento da Dra Sandra Gouveia."
ADMINISTRATIVO,"A paciente reclama da dificuldade para marcar consultas para as especialidades de cardiologista, endocrinologista e nutrólogo por meio do aplicativo; destaca que tenta marcar e sempre não tem médicos disponíveis."
ADMINISTRATIVO,"A paciente reclama que chegou ao hospital Espinheiro às 05:00h e teve que esperar muito para ser atendida, e que o material para realização do procedimento cirúrgico chegou contaminado ocasionando mais atraso. Destaca que a cirurgia estava agendada para as 07:00h da manhã e que só foi realizada após às 18:00h."
RECEPÇAO,"Fomos transferido de um prontro atendimento, para o Salvá-los.  Chegamos aí  demorou o atendimento .muitos paciente nas macas nos corredores.,e fizeram nos esperar. Até ser avaliados. Novamente"
ADMINISTRATIVO,Acabei de chegar aqui para internação e hospital ta sem Internet. Complicado
ADMINISTRATIVO,A demora pra cirurgia e a internação
ADMINISTRATIVO,A demora pra cirurgia e a internação
ADMINISTRATIVO,"A paciente destaca que o que causa a má qualidade no atendimento do hospital é a quantidade insuficiente de profissionais para uma demanda muito grande de pacientes. Relata que presenciou muita negligência médica, o que teria ocasionado o falecimento de alguns pacientes dentro do hospital. Reclama, ainda, que veio tranferida de uma UPA, e que chegou ao hospital Salvalus as 06:00h da manhã e ficou na emergência aguardando um leito até 19:00h."
ADMINISTRATIVO,"A paciente elogia todo o atendimento do Hospital Celina Guimarães Viana, porém reclama do atendimento prestado no Hospital Antônio Prudente."
ADMINISTRATIVO,"A paciente elogia todo o atendimento do Hospital Celina Guimarães Viana, porém reclama do atendimento prestado no Hospital Antônio Prudente."
ADMINISTRATIVO,"A cirurgia foi ótima, disso não tenho do que reclamar, mas o que me incomodou foi a questão dos quartos. Pq não disponibilizaram nenhum quarto para que eu pudesse ficar com minha acompanhante. Ela ficou nas cadeiras o tempo inteiro me esperando"
RECEPÇAO,Possuo 2 planos de saúde. A recepcionista inseriu o plano errado no sistema e a liberação para minha ida ao Centro Cirúrgico demorou demasiadamente até que alguém descobrisse o erro
RECEPÇAO,Possuo 2 planos de saúde. A recepcionista inseriu o plano errado no sistema e a liberação para minha ida ao Centro Cirúrgico demorou demasiadamente até que alguém descobrisse o erro
ADMINISTRATIVO,Esperei muito e recebe poucas informações.
RECEPÇAO,Esperei muito e recebe poucas informações.
RECEPÇAO,O atendimento foi horrível.. não fui bem tratado..
RECEPÇAO,"Demora pra internar, fiquei mais de 3 horas"
RECEPÇAO,Não sabiam para qual setor me enviar
TOTEM,"Não teve insatisfação, mas na unidade não tinha totem. 
Eu mesma tive que resolver uma divergência de senha para a internação pois os mesmos não tiveram orientações"
RECEPÇAO,Todos muito educados e atenciosos
ADMINISTRATIVO,"Hospital super lotado , sei leito para pacientes e os acompanhantes"
RECEPÇAO,Tempo de demora para o atendimento
TOTEM,"Nunca tem ninguém no totem 

Para auxiliar quem quer que seja.
Muito confuso os totem"
RECEPÇAO,Foi demorado o atendimento
ADMINISTRATIVO,"tive problemas sérios com encaminhamento par unidades corretas, eu estava com uma bebê recém nascida e fui para o PA Boqueirão de lá, médico encaminhou para maternidade dizendo que lá eles iriam atender sophia por ela ter menos de 28 dias e lá batemos de cara na porta com uma recepcionista super ignorante que nem quis saber oque houve, e disse que eu devia ir ao pronto atendimento da Mercês, e lá recebemos o devido atendimento e fomos encaminhados pro internamento! Muito insatisfeita com o descaso e desinformação que tiveram com a gente que saiu de São José dos Pinhais!"
RECEPÇAO,Pouca atenção
RECEPÇAO,"Segurança feminina do turno pernoite que fica na parte de baixo mal educada.
Recepção da maternidade uma eternidade para atendimento de preenchimento de ficha ,  painel não atualizava a senha por falta de médico noturno , com pacientes sentindo dores."
RECEPÇAO,"Falta de acolhimento e orientação da recepção, uma vez que era uma urgência vinda de Samu."
RECEPÇAO,"Uma pessoa de 84 anos, com quadro de desmaio e fraqueza, portadora de marcapasso, diabética e hipertensa, esperar das aproximadamente 9:30 da manhã até às 20:00hs para ser internada, acredito que seja um bom motivo para ficar totalmente insatisfeito. 
E após um quadro de cateterismo não ficar na uti ou semi até sua recuperação plena, mais um bom motivo"
RECEPÇAO,Muita fila
RECEPÇAO,"Demora no atendimento, cheguei às 5h da manhã como foi solicitado, e só fui ser atendida às 6h30m"
RECEPÇAO,Eles pedem para chegar 3 horas antes do horário da cirurgia para literalmente ficar sentada na recepção por esse período até que alguém enfim te atenda para saber o que você foi fazer ali.
MAQUEIRO,"Ia falta de maqueiro, a lotação,"
RECEPÇAO,Atendimento rápido e eficaz
RECEPÇAO,Tempo de espera
RECEPÇAO,Um pouco falta da agilidade ao ver o caso dela
ADMINISTRATIVO,"Desde a entrada, durante a espera da cirurgia do meu filho, o pós-operatório dele no hospital que precisou ficar internado, equipe médica, ou seja, extremamente insatisfeito com tudo. Meu filho teve 2 intercorrências e ficou sofrendo nos corredores do hospital pq vocês tem uma má administração. Tratam a saúde com incompetência e descaso. Não é em vão que coloquei esse plano na justiça e pedi o cancelamento dele."
RECEPÇAO,O atendimento foi bem rápido e os funcionários prestativos e gentis
RECEPÇAO,O atendimento foi bem rápido e os funcionários prestativos e gentis
RECEPÇAO,Atendimento demorado
RECEPÇAO,Demora
ADMINISTRATIVO,Não foi bem recebida eles não souberam explicar muito bem só pediram para esperar que iam me chamar o meu nome
RECEPÇAO,"Marcado p chegar às 7h, cheguei às 7h e fiquei esperando até 18h"
ADMINISTRATIVO,Meu pai faleceu no dia 14/06 as 20h33 eu só fui saber as 22h00 porque fui para visita
RECEPÇAO,Recepcionistas conversando e ninguém se prontificou para ir até o totem orientar.
RECEPÇAO,"Mãe da paciente relata que deixou muito a desejar foi a demora para a cirurgia, estava marcado às 7:00 da manhã e foi feita a cirurgia  15:20 da tarde, para uma criança especial e que toma medicação controlada foi muita falta de respeito tanto com a paciente e  a mãe e acompanhante."
ADMINISTRATIVO,Paciente relata que por não ter vaga teve que ficar no corredor.
RECEPÇAO,"Mãe do paciente relata que seu filho com apenas 3 anos, chegou lá com convulsão ruim e as recepcionistas fizeram esperar um monte de tempo para fazer a ficha."
RECEPÇAO,Demora
PORTEIRO,O porteiro 5
RECEPÇAO,Chequei as 19:45h fiquei na cadeira da recepção sentindo dor até 08:30h da manhã do outro dia
ADMINISTRATIVO,"Acompanhante e neta da paciente relata que o processo de transferência do hospital foi péssimo em tudo, até mesmo a conduta do maqueiro."
ADMINISTRATIVO,"Paciente relata que após a cirurgia, ficou na sala de recuperação até a sua saída, porque não tinha vaga no quarto e estava no day use, teve que ficar até 18h, para cumprir horário, a enfermeira não liberou e nem o médico, achou desnecessário, ficar esperando somente para cumprir horário e precisou trocar de roupa, em um quarto ao lado da sala de recuperação, no qual o banheiro estava com problema (sem descarga). Esse quarto, foi os próprios enfermeiros, durante a troca de turno, que indicaram para ir, senão, não teria nem onde trocar de roupa (avental, para minha roupa)."
RECEPÇAO,"Demora na recepção, as que estavam não tinha tanto suporte e estavam sobrecarregas"
ADMINISTRATIVO,Paciente relata que tudo foi demorado desde a entrada do hospital até a liberação para o quarto e houve falta de atendimento e recepcionista grossas.
RECEPÇAO,"Recepcionistas indiferentes, sem atenção para sanar dúvidas"
RECEPÇAO,Pessoal da recepção sem dedicar a atenção  n0ecessária.
ADMINISTRATIVO,"Paciente relata que o hospital não tinha leito e a deixaram em um local onde tinha uma senhora idosa chorando porque não tinham dado água pra ela, não tinha ninguém para o levar no banheiro e ainda impediram que sua esposa entrasse para o ajudar, mas os funcionários são ótimos o problema é que tinham mais pacientes do que a capacidade do hospital acolher."
ADMINISTRATIVO,"Serviço de atendimento extra hospitalar, só funciona no horário pré estabelecido fora isso qq ocorrência não é atendido a contento."
RECEPÇAO,Informações confusas
ADMINISTRATIVO,Paciente relata que o atendimento e relatórios conclusivos com mais rapidez.
RECEPÇAO,Paciente relata que chegou no horário marcado e houve um atraso de 6h.
ADMINISTRATIVO,"Paciente relata: “cheguei de madrugada, pois a cirurgia estava marcada para as 6h. Fiquei numa recepção até quase 12h para mandarem eu subir. Chegando no andar, fiquei mais um tempo para me mandarem para um quarto com mais 3 pessoas. Eu PAGO plano com apartamento individual e não enfermaria. Falei isso para enfermeira que me deu uma resposta grossa dizendo que não tinham o apartamento. Atendimento de todos muito ruim!!! Tenho fotos e todos documentos, pois isso não ficará impune."
ADMINISTRATIVO,Paciente relata que achou desorganizado que já fez outras cirurgias e suas experiências foram diferentes. 
RECEPÇAO,Não tinha ninguém para ajudar com o totem
ADMINISTRATIVO,Cheguei ao hospital no horário solicitado (5h30) já no devido jejum total (8h).Minha cesariana estava agendada para o cirurgião plantonista.
RECEPÇAO,"Informaram que não e que iriam conversar com o médico. O médico liberou uma leve quebra de jejum, consequentemente eu só poderia fazer a cirurgia 3h depois. 17h (3h depois da leve quebra de jejum) meu esposo foi novamente buscar informações no posto de enfermagem e obteve a mesma resposta: não sabiam informar a hora da cirurgia e teria que aguardar"
ADMINISTRATIVO,"Responsável pelo paciente diz dar nota zero para o chefe lá, com seu filho estando com penaumonia grave tendo convulsões e quando mandaram falar com ele, ele falou que estava em descanso e não poderia atender mandou as profissionais dar medicação na cadeira de rodas com a criança dormindo foi que o chefe da ala vermelha chegou pra resolver o problema."
RECEPÇAO,Mandaram eu ir um horário e foi outro horário não nós ajudaram no totem a recepção sem empatia
RECEPÇAO,Demora no atendimento
RECEPÇAO,"Bom e rápido atendimento, eficiência dos profissionais"
RECEPÇAO,A demora
RECEPÇAO,Demora
RECEPÇAO,Ótimo
RECEPÇAO,"Era início de noite de um sábado, o pronto atendimento está vazio, e uma espera além de demora, não foi feito nenhuma avaliação de risco. Encontra-se infartado e nem sabia a gravidade da situação."
RECEPÇAO,Atendimento na recepção mal gosto em dar informação
ADMINISTRATIVO,Não consigo ajuda pra fazer exame de audiometria em Santo Andre já enviei pedido médico estou na espera.
ADMINISTRATIVO,Não consigo ajuda pra fazer exame de audiometria em Santo Andre já enviei pedido médico estou na espera.
ADMINISTRATIVO,Insatisfeita com a maneira que é feita o processo porque era a segunda vez que tava marcando para fazer essa infiltração e quando estava acabando a validade que eu falei com a responsável . Ela falou que eu conseguiria fazer a infiltração naquele dia mas tinha que ir buscar o medicamento e se você olharem aí eu passei em três médico e para mim foi muito complicado. E ainda se responsável de ir buscar um medicamento sendo que não era dessa forma que antes vocês faziam então é muito complicado é muito sofrimento para o paciente imagina quem não tem carro vocês Já pensaram nisso tinha que ser como era antes enviar o remédio aonde a gente vai fazer a aplicação não nós buscar o remédio então eu sou muito insatisfeita
RECEPÇAO,minha cirurgia era para ter Cido feita de manhã e foi feita no final da tarde
ADMINISTRATIVO,"triagem para as pessoas que estão internadas, fiz uma cirurgia para retirada de linfonodo cervical, e me colocaram primeiro com uma paciente que estava com pneumonia, ela teve alta e no mesmo dia a noite colocaram uma tranferencia de outra unidade, a pessoa pelo histórico que ouvi, estava com infecção urinaria  ha uma semana, estava no oxigênio, chegou a cogitar uma sepse e mais uma vez eu que estava em um pós cirúrgico submetida a algum tipo de infecção, não precisa ser médico para saber que poderia dar algum problema."
ADMINISTRATIVO,"Primeiro passei em Itaquera e fui orientada q o tratamento deveria ser no Salvalus porém a ambulância demoraria muito e tive q me locomover de madrugada, não estava de carro próprio com ele"
RECEPÇAO,Achei cansativo e desnecessário o tempo de espera com uma criança. Pede para chegar muito cedo. Deveria ter uma recepção diferenciada para quem faz cirurgias. Principalmente com crianças. Meus dois filhos realizaram a cirurgia e foi a mesma situação de espera extremamente longa para estar com crianças. Pedem para chegar de manhã. Em jejum de mais de 12 horas. E já percebi um padrão. Tem já realizei um procedimento que me mandaram chegar pela manhã e fui fazer 18h da noite. Mais de 20h de jejum... foi extremamente estressante. Outra coisa: o médico que faz a cirurgia deveria visitar após o procedimento.
RECEPÇAO,Tempo de espera para dar entrada
ADMINISTRATIVO,"Informo que mesmo com todos exames pré operatórios apresentados em consultas médicas na unidade avançada cidade nova/RJ e analisados pelos doutores da unidade mencionada em questão, ou seja, Dr. Carlos Marcos Azarado da Conceição/Urologista, cujos os exames solicitados foram: 
- eletrocardiograma
- tomografia computadorizada de pelve
- risco cirúrgico 
- cintilografia óssea 
- exames complementares de hemograma completo, tempo de atividade de protrombina, dosagem de uréia, dosagem de creatina, dosagem de antígeno prostático específico datado desde 13/06/2025 com resultado 23,40 ng/ml e dosagem de antígeno prostático específico livre datado, também, 13/06/2025 com resultado 1,38 ng/ml(relação perc.; 5,90 %, tempo de tromboplastina parcial ativa
- paciente...... : 29,9 segundos
- controle normal : 30,0 segundos
- relação paciente normal  : 1,00
- dosagem de glicose : 116 mg/ dl
- dosagem de  hemoglobina glicada =6,0 %glicemia media estimada : 126 mg/dl
- cultura automatizada: ausência de crescimento bacteriano após 48 hs de incubação 
- conclusão: depois de ter sido analisados todos estes exames pelo doutor : Carlos Marcos o mesmo pediu-me para agendar uma outra consulta por sua a vez com neurocirurgião/urologista com o Dr. Matheus Montenegro de Araujo, também, médico no consultório da unidade avançada cidade nova/RJ realizada no último dia 30/07/2025, aonde, também, não consegui  entender depois de ter apresentados todos os mesmos exames acima discriminados e mesmo assim o dr. Matheus Montenegro, também, se recusou a me encaminhar pra fazer a minha cirurgia da retirada de minha próstata que encontra-se um câncer apresentado em um exame de biópsia da próstata realizado desde 07/05/2025 cuja o diagnóstico acusou adenocarcinoma acionar invasor, grau de Gleason 6(3+3), medindo aproximadamente 1,0mm(correspondendo a menos de 5%da área amostrada) no lobo direito, ou seja, após de ser analisado por um exame imuno-histoquimico complementar. Conclusão : até quando vou ter que esperar para ser submetido a fazer a minha cirurgia de próstata que até apresente data ainda nada me foi solucionado como grau de satisfação a mim exigida."
ADMINISTRATIVO,Tive que fazer uma cesariana de emergência e a anestesia peridural não pegou. Tive que ser submetida a a anestesia geral. Minha filha teve que ser reanimada em decorrência disso e ir pro CTI. Eu vomeite e aspirei o vômito. Acho que houve um despreparo na aplicação da anestesia peridural.
RECEPÇAO,"Cheguei na hora marcada, fui atendido um bom tempo depois! E não tinha ninguém na frente."
ADMINISTRATIVO,"Houve resistência para a internação de minha filha, mesmo sendo necessário. Como sou da área de saúde precisei dialogar muito pra que minha filha tivesse o tratamento adequado"
ADMINISTRATIVO,"Na chegada muito demora na sala de protocolo, esperei leito por 8 horas, e a alta meio confuso, sai sem encaminhamento para retorno pós cirurgia, para marcar consulta na oncologia tive que ir para o final da fila na central de marcação de consultas."
RECEPÇAO,demora no atendimento e chamada para a internação
RECEPÇAO,"A falta de informações entre os funcionários. Você pergunta sobre consulta médica ou exames médicos não sabem informar, Afora da demora no atendimento"
RECEPÇAO,Sem informações do procedimento para a paciente
RECEPÇAO,"Parece que as pessoas não querem trabalhar, são mal remuneradas, e fazer as coisas de qualquer jeito. Os recepcionistas estão sempre com cara de poucos amigos e sendo ríspidos."
RECEPÇAO,"Parece que as pessoas não querem trabalhar, são mal remuneradas, e fazer as coisas de qualquer jeito. Os recepcionistas estão sempre com cara de poucos amigos e sendo ríspidos."
RECEPÇAO,"Mto desorganizado na recepção,em relação ao horário!"
RECEPÇAO,Mal atendimento recepção
ADMINISTRATIVO,Antes fui no hospital do  olho agora o meu plano  não atende mais
TOTEM,Totem não funciona direito sempre
RECEPÇAO,Mesmo sentindo muita dor e transferida em ambulância não tive prioridade. Demoraram muito para me chamarem e ser atendida pela médica.
MAQUEIRO,"Um hospital de grande porte,onde se paga tudo muito caro,, e não tem um auxiliar de transporte, uma maca para um transporte de um pte com neoplasia de ossos,,,,? um absurdo"
ADMINISTRATIVO,"Foi internado pela UPA,  com infecção,  pois o convênio  se recusou a internar por 8 vezes 
A Âmbulancia demorou 12 horas para buscar
E sempre falando que estava a caminho,  poderia ser honestos e dizer que iria demorar"
ADMINISTRATIVO,"Principalmente a estrutura, pois passei todos os dias do internamente na sala de observação por não ter leito para subir para o Internamemento, foi uma experiência horrível."
ADMINISTRATIVO,ficamos por mais de 8 horas aguardando liberar quarto
RECEPÇAO,"Faltam mais pessoas na equipe, demora em atendimento"
RECEPÇAO,"Tá mais ou menos , precisa melhorar o atendimento principalmente com pessoas de idade que são mais leigas"
RECEPÇAO,"Atendimento demorado, um descaso que chega a ser desumano com o paciente que havia acabado de sofrer um acidente. Demora extrema para ter um atendimento. Será tomado providências quanto ao ocorrido com a paciente."
RECEPÇAO," pouca paciência, falta de interesse, desânimo"
RECEPÇAO,"Gente avaliei errado. Eu fiquei muito satisfeita. Tanto no acolhimento, procedimento e os profissionais. Não tenho o que reclamar"
RECEPÇAO,"Bagunçado, demorou até nos darem a informação correta"
RECEPÇAO,"Então, pediram para chegar  às 11h00 e só consegui subir pra sala pre operatório às  17 horas  e todo esse tempo temos que aguardar na recepção térreo  sendo totalmente desconfortável."
ADMINISTRATIVO,"A Julie NÃO FEZ A CIRURGIA PELA HAPVIDA. Ela teve o bebê no hospital público como é sabido pela HAPVIDA porque entrou em trabalho de parto antes da data marcada para a Cesárea e, quando entraran em contato com o hospital disseram que ela poderia não ficar internada por não ser a data. Absurdo, mas ....Assim que for possível, vou cancelar tudo e buscar algo melhor para mim e minha família. Absurda a falta de cuidado e responsabilidade com o cliente! Sem contar as dificuldades e morosidade que a HAPVIDA demostrou para tratar da transferência depois de MEU NETO TER NASCIDO NA MATERNIDADE PÚBLICA. EXPERIÊNCIA PÉSSIMA! DAA PIORES QUE JÁ  VIVEMOS."
ADMINISTRATIVO,O atendimento por parte de algumas pessoas deixa a desejar
ADMINISTRATIVO,"Acho que a Hapvida é um hospital que tem tudo para se destacar em Brasília, porém para que isso aconteça é necessário investir em treinamento e supervisão do trabalho de todos, principalmente de quem faz o papel de porta de entrada de uma instituição.
Falta empatia, cordialidade e mais gentileza de todos, nenhum faltou com o mínimo de educação, mas, para se destacar, é necessário de um algo mais, qualquer segmento na área da saúde precisa ter isso, pois é uma área que trata de um assunto muito delicado que é a vida das pessoas/usuários."
ADMINISTRATIVO,"Minha insatisfação é referente desde a parte de comunicação até a  administração com respeito à pedido de exames, e refeições específicas, como pode nao haver comunicação entre a enfermagem, e também a alimentação que um paciente necessita, houve um sucessão de erros comigo quando estive internada, erros grotescos, que me deixaram totalmente indignada ao ponto de achar papel dentro do meu whey, tirei fotos, até perca de exame que estava marcado pq a enfermagem de plantão nao sabia que eu tinha esse exame, detalhe o exame era no mesmo hospital, mais mesmo assim nao me levaram, pensa a raiva que passei meu Deus"
RECEPÇAO,gentileza e agilidade
RECEPÇAO,Atendimento demorado em virtude da superlotação
RECEPÇAO,Na sala de espera para a cirurgia muita gente não tinha nem lugar para sentar
RECEPÇAO,A demora para ser atendido pela recepcionista no caso balcão
ADMINISTRATIVO,"Meu irmão foi internado no dia 19 de junho, as enfermeiras do pronto socorro não tiveram cuidado para retirar sangue, ficou com calombo, todo roxo. Ele tratava de um câncer,  foi internado por conta das dores ósseas na coluna e plaquetas baixas. Precisei brigar muito no hospital,  pois sendo um paciente oncológico,  não teve um tratamento adequado, tanto é que fizeram biopsia do braço direito, ele foi a óbito,  por causa de infecção que pegou no hospital,  não ficamos sabendo nem o tipo de câncer que saiu dessa biopsia. E que eu saiba como irmã dele, ele não fez nenhuma cirurgia, pois fiquei 25 dias com ele no hospital. O que me deixou indignada,  que o médico que assinou o óbito,  parecia mais estudante de medicina, pois, fiz pesquisa do nome desse médico e não batia o número do CRM , com o nome da Pessoa. Precisam ter mais cuidados com os pacientes,  pois é de seres humanos que estão tratando. Jamais indicaria o hapvida para alguém. Ele quando ficou na UTI disse que não foi bem tratado,  pois pediu ajuda para ir ao banheiro,  o enfermeiro o levou de má vontade e ficou gritando com ele pela demora ao banheiro. Minha vontade é processar esse hospital,  esse convênio."
RECEPÇAO,Demora na recepção depôs que faz a ficha espirrar mais de uma hora pra subir.
ADMINISTRATIVO,Não estou insatisfeito só acho que deixam um pouco a desejar
RECEPÇAO,Não estou insatisfeito só acho que deixam um pouco a desejar
RECEPÇAO,Não tinha ninguém para suporte e as recepcionistas só informaram o que deve fazer e agente que faz só
TOTEM,"Totem atrapalha muito processo, pois tem pessoa que não sabe mexe nele, tem que tá pedindo ajuda. Pois não fica ninguém auxiliando. 
As vezes não repor o papel da fita e tempo que ir na recepção pega. Fazendo dois processo."
ADMINISTRATIVO,Muito emocionante muito grata por toda equipe ótimo atendimento
RECEPÇAO,Desculpe respondo errado foi um bom atendimento
RECEPÇAO,Muita demora para atendimento. Pediram para chegar às 04h00 e demorou mais de 02 horas
ADMINISTRATIVO,"Não consegui internamento,visto que minha cirurgia estava marcada,tive que dá entrada pelo pronto socorro,pois não havia vaga."
RECEPÇAO,Minha bolsa tinha estourado e eu fiquei muito tempo aguardando atendimento
RECEPÇAO,"demora no atendimento, falta de informações na emergência, poderia ser melhor"
RECEPÇAO,"Não tinha porteiro, não precisou de maqueiro, tempo de espera para recepcionista foi maior que o esperado"
RECEPÇAO,"Não tinha porteiro, não precisou de maqueiro, tempo de espera para recepcionista foi maior que o esperado"
ADMINISTRATIVO,"Sou filha de Luzia e minha mãe deu entrada já com uma carta médica do case, de onde ela foi transferida diretamente pro hospital para fazer o procedimento de transfusão de sangue , porém ao dar entrada ficaram rodando com ela de maca pelo hospital todo sem saberem para onde seria levada. Eu estava acompanhando e tive que pedir ajuda para enfermeira chefe de um dos andares do hospital que foi quem me ajudou. Porém fizeram a internação dela pela emergência na qual estava absurdamente lotada de macas, sem espaço para acomodar os pacientes e a cada minuto chegavam mais pacientes.
Ela foi deixada no corredor da emergência, iniciaram todo o protocolo de atendimento do zero, sem que a carta médica tivesse nenhum efeito para a internação.
Após set liberado um leito, colocaram ela em uma das salas da emergência, um lugar quente, sem nenhuma ventilação, sujo, maca precária e ali ela ficou por 2 dias antes de conseguir um quarto.
Médicos e enfermeiros perdidos e estressados com uma demanda de pacientes além da conta."
MAQUEIRO,A maioria das vezes demora muito pra auxiliar e falta de cadeiras ou maca
RECEPÇAO,Minha mãe era bem idosa e o atendimento foi bem rápido.
RECEPÇAO,Demorou muito para  ser atendida
ADMINISTRATIVO,"Desde a minha entrada no hospital foi tudo ruim. Tive gestação de alto risco com pré diabetes e hipertensão, minha obstetra pediu para comparecer ao hospital às 37 semanas para ganhar, cheguei no PÁ minha pressão já estava alta mais de 15,3 não queriam me internar devido a carência do plano, após discutir com coordenador do plano que foi aprovada a internação, desde então começou o pesadelo, pressão subindo e só foram internar no próximo plantão, depois de internada começou a indução, hrs e hrs e a pressão subindo e me sentindo mt mal, tiveram que colocar o sulfato na veia e eu implorando cesária pois estava com muita dor na nuca, formigamento e insistiram na indução e não davam apoio nenhum ao leito onde estava, depois de muito custo pedi cesária novamente e a enfermeira informou que deveria assinar um termo, quando foi imprimir o termo questão de minutos veio vários médicos avaliar e viu que a pressão estava mais alta , realizaram o cardiotoco e viu os batimentos do meu bebê caindo, e mesmo assim tentaram uma manobra proibida pra depois ir pra cesária correndo ."
RECEPÇAO,A demora
ADMINISTRATIVO,"a  internação e muito demorada meu pai tem 96 anos nos chegamos no pronto socorro às 13hs fizemos exames resultado demora , já era 19hs e nao tínhamos comido nada, resumindo a internação foi liberada as 5hs manhã eu como acompanhante fiquei muito cansada  e estressada. Seria bom vcs rever isso"
RECEPÇAO,Muito tempo de espera para internação
ADMINISTRATIVO,"solicitaram minha chegada às 12h para ser atendido às 14h, só fui chamado às 16h45 e a cirurgia começou depois das 18h"
RECEPÇAO,Demora no atendimento
ADMINISTRATIVO,"Paciente idosa ficou muito tempo sem alimentação enquanto esperava um quarto e quarto demorando demais, passou a noite sentada em uma cadeira, fiora outros transtornos"
ADMINISTRATIVO,"Paciente diz: ""Estou até pensando em recorrer pra justiça porque o que esse hospital a equipe médica fez foi cruel, péssimo atendimento eu estou com trauma desse hospital e desse plano."""
ADMINISTRATIVO,"Paciente diz: ""Estou até pensando em recorrer pra justiça porque o que esse hospital a equipe médica fez foi cruel, péssimo atendimento eu estou com trauma desse hospital e desse plano."""
ADMINISTRATIVO,Mais infelizmente e péssimo em tudo
RECEPÇAO,Ninguém sabia ao certo pra onde eu tinha que ir.
TOTEM,Totem nunca funciona.
RECEPÇAO,Recepção sem informações
RECEPÇAO,Hospital é bom em si mais lá tudo é devagar assina muito papel e resolve poucas coisas
RECEPÇAO,Não tem uma pessoa para informar que existe um totem específico para gestante. Muita gente
RECEPÇAO,Sempre bem atendida
MAQUEIRO,"Maqueiro não estava disponível , teve que esperar mais de 40 min para ser levada"
PORTEIRO,Em relação ao porteiro ótimo atendimento
RECEPÇAO,Tivemos que esperar  horas para liberar cirrugia  por que o sistema estava  bloqueados
ADMINISTRATIVO,"Paciente em transferência de outro hospital, e aínda ficou rodando pra saber qual local exato eria. Sendo colocado para lada e outro"
RECEPÇAO,Ótimo atendimento
ADMINISTRATIVO,Todos me atenderam com educação e fizeram as orientações necessárias
RECEPÇAO,A demora para ser atendido na recepção
RECEPÇAO,Muito demora
ADMINISTRATIVO,"Paciente com muita dor e no aguardo da liberação da cirurgia,não sai da análise favor verificar e me dar retorno!
Paciente Tatiana Matos de lima silva 
CPF 066.996.496.47"
