elogio_ou_queixa.1,grupo.1,motivo.1,p2,comentario_p2
QUEIXA,FONOAUDIOLOGO,QUALIDADE,5.0,"O esposo da paciente reclama que a profissional ao analisar o bebe, ignorou o problema em sua lingua; relatando que era algo normal."
QUEIXA,ASSISTENTE SOCIAL,FALTA DE INFORMAÇÃO,3.0,"Eu fiquei internado na sala de medicação. Em que pese ter um plano que dá direito a quarto individual, não foi fornecido o quarto e, pior, as informações da assistente social sempre vazias e desencontradas."
QUEIXA,FONOAUDIOLOGO,QUALIDADE,,
,NÃO SE APLICA,,1.0,Não tive tal atendimento
,NÃO SE APLICA,,3.0,Não usei nenhum destes profissionais
QUEIXA,TODOS,QUALIDADE,1.0,"Falta de comprometimento, indiferença com a emergência dos diagnósticos, confusão dos atendentes para informações, médicos não atendem o paciente, somente segue uma rotina ""engessada"" pelo sistema computacional; Não fazem nada enquanto o sistema esteja funcionando; Mesmo se o paciente estiverem estado crítico."
QUEIXA,TODOS,ACOLHIMENTO,3.0,Não foram receptivos aos problemas relatados
,NÃO SE APLICA,,1.0,"Não tive nenhum atendimento de nenhuma dessas especialistas citadas acima, portanto não posso avaliá-los"
QUEIXA,FISIOTERAPEUTA,QUALIDADE,1.0,"Uma das fisioterapeutas, uma baixinha, foi totalmente relapsa no cuidado com meu pai, demorou para agir e isso na minha opinião foi crucial na piora de seu estado geral."
,NÃO SE APLICA,,1.0,Não tive contato com nenhum destes profissionais
ELOGIO,FISIOTERAPEUTA,QUALIDADE,3.0,"As Fisio foram ótimas amei muito, porém eu não passei com a fonoaudióloga, e olha que eu preciso muito e a psicóloga passou só uma vez"
,NÃO SE APLICA,,3.0,"Não tive acesso, não posso ter uma opinião concreta dos mesmos"
,NÃO SE APLICA,,2.0,Não tive contato com eles durante minha internação
,NÃO SE APLICA,,3.0,Não tive atendimento com nenhum dessas especialidades
,NÃO SE APLICA,,1.0,Em nenhum momento tive esse tipo de atendimento com nenhum desses profissionais
,NÃO SE APLICA,,1.0,Ele faleceu
,NÃO SE APLICA,,3.0,não passei com nenhum profissional da área
,NÃO SE APLICA,,1.0,Fiquei 1 semana internada e nenhum fisioterapeuta foi no meu quarto
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não necessitei
,NÃO SE APLICA,,1.0,Não recebi atendimento desses profissionais.
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Demora um pouco nas consultas
QUEIXA,TODOS,ACOLHIMENTO,3.0,Pouco atencioso com idiso
,NÃO SE APLICA,,3.0,Não tive este tipo de atendimento
,NÃO SE APLICA,,3.0,"Não tive acompanhamento com estes profissionais, não posso nem opinar"
,NÃO SE APLICA,,,A paciente relata que não houve atendimento com esses profissionais.
QUEIXA,PSICOLOGA,NÃO COMPARECEU ,3.0,Por q na internação psiquiátrica e muito difícil um psicólogo.
,NÃO SE APLICA,,,A paciente relata que não houve atendimento com esses profissionais. 
,NÃO SE APLICA,,,A paciente relata que não houve atendimento com esses profissionais. 
,NÃO SE APLICA,,1.0,Não tive atendimentos com esses profissionais
,NÃO SE APLICA,,3.0,Não tive atendimento nesss área.
,NÃO SE APLICA,,1.0,Não teve esse tipo de atendimento q seria necessário porém não apareceu
,NÃO SE APLICA,,1.0,Difícil marcar
,NÃO SE APLICA,,,A paciente relata que não houve atendimento com esses profissionais. 
,NÃO SE APLICA,,,A esposa do paciente relata que não houve atendimento com esses profissionais.
,NÃO SE APLICA,,1.0,"Não opinar, só não presta nada nesse hospital"
,NÃO SE APLICA,,,O sobrinho do paciente relata que não houve atendimento com esses profissionais.
QUEIXA,ASSISTENTE SOCIAL,ACOLHIMENTO,2.0,Dos atendimentos listados o único que recebi foi a assistente social no último dia de internação e já havia ocorrido várias situações antes da chegada dela
ELOGIO/QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,"A fonoaudióloga que atendeu o André foi muito boa, porém, durante os dias de internação, tivemos apenas um atendimento com ela, mesmo com a grande necessidade que ele tem por ser um paciente em coma vigiu"
,NÃO SE APLICA,,4.0,Pq ninguem dessas areas me atenderam entao n tem o q avaliar
,NÃO SE APLICA,,2.0,"Não  tive esses atendimentos, não fiquei nem 24 horas no hospital após  a cirurgia horas depois tive alta."
,NÃO SE APLICA,,1.0,Não vi nem fui atendido por nenhum profissional dessas áreas.
,NÃO SE APLICA,,1.0,"Nenhum veio falar comigo, nem sei quem são esses profissionais"
,NÃO SE APLICA,,3.0,Não houve contato com esses profissionais
,NÃO SE APLICA,,,A filha do paciente relata que não houve atendimento com esses profissionais.
,NÃO SE APLICA,,2.0,"Não fiz cirurgia nenhuma , fiquei 14 dias internado com uma endocardite fiquei na UTI depois para o quarto enfermaria .
No tempo em que estive lá não foi fisioterapeuta não"
,NÃO SE APLICA,,2.0,Não tive assistência nenhuma deles
,NÃO SE APLICA,,3.0,Não conheci nenhum profissional desse.
,NÃO SE APLICA,,2.0,Marinete ( minha mãe) não foi atendida por esses profissionais
,NÃO SE APLICA,,2.0,Não tive contato com psicólogo e nem assistente social.  A fonoaudióloga fez o exame no meu bebê.
,NÃO SE APLICA,,3.0,"Não tive contato com psicólogos, fonoaudiólogos, assistentes sociais ou fisioterapeutas.
Por isso não tenho como avaliar"
,NÃO SE APLICA,,3.0,Na verdade não fiz uso desses profissionais no hospital.
,NÃO SE APLICA,,1.0,Não fui pra consulta como posso avaliar
,NÃO SE APLICA,,3.0,Na verdade nao teve essa assistência
,NÃO SE APLICA,,3.0,Não foi né um fisioterapeuta lá né outra mim vê após cirurgia
,NÃO SE APLICA,,1.0,Não fui atendida
,NÃO SE APLICA,,3.0,Não me lembro desses profissionais
,NÃO SE APLICA,,1.0,Nem vi ninguém dessa área
,NÃO SE APLICA,,1.0,Não fui atendida por nenhum dos profissionais.
,NÃO SE APLICA,,2.0,"Não fui atendida por nem um deles, ou seja deveria mais não vi ninguém"
,NÃO SE APLICA,,1.0,Não tive nenhum desses profissionais acima listado no hospital que eu fiz a cesária
QUEIXA,TODOS,QUALIDADE,3.0,nãogostei
,NÃO SE APLICA,,,A esposa do paciente relata que não houve atendimento com esses profissionais. 
,NÃO SE APLICA,,3.0,Nunca usei estes serviços
,NÃO SE APLICA,,1.0,Não tive esse atendimento em nenhum momento.
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,2.0,"Assistência social: PESSIMOS. Sequer sabem o paciente que está internado lá. Tivemos problemas durante a internação e no período da alta. Recorremos ao responsável e foi nos dado 0 suporte frente a situação. Hospital Medical Limeira. 
Fisioterapia: assim como tudo no hospital, foi solicitado durante a internação mas sequer chegou aparecer. Não consigo avaliar porque não tivemos sequer a presença. Só sabemos que houve solicitação em prontuário pela presença mas nunca apareceu. 
Psicologia e fonoaudiologia não foi utilizado"
QUEIXA,TODOS,QUALIDADE,1.0,Atendimento péssimo
,NÃO SE APLICA,,3.0,"Nao fui atendida por esses profissionais, então não tenho como avaliar"
,NÃO SE APLICA,,3.0,Não teve atendimento dessa equipe
,NÃO SE APLICA,,3.0,Não tive contato com nenhum
QUEIXA,TODOS,FALTA DE INFORMAÇÃO,3.0,"Desencontro de inforde ato, falta de"
,NÃO SE APLICA,,3.0,Não sei informar
,NÃO SE APLICA,,2.0,Não tive contato com nenhum desses profissionais citados
,NÃO SE APLICA,,3.0,Não passei com nenhum
,NÃO SE APLICA,,,A paciente relata que não houve atendimento com esses profissionais. 
QUEIXA,FISIOTERAPEUTA,ACOLHIMENTO,1.0,Acho que ela recebeu uma vez ou duas vezes uma fisioterapeuta somente
QUEIXA,FONOAUDIOLOGO,FALTA DE INFORMAÇÃO,2.0,"Não lembro de ter tido atendimento desses profissionais com exceção da Fono. Ela foi simpática avaliou a linguinha da bebê porém não houve orientação para a pega correta da bebê ou me informar se havia algum problema na bebê que pudesse acarretar isso. Dois meses depois ainda não consegui acertar a pega por mais vídeos que eu assista , tanto que as vezes se faz alguns calos na boca da bebê.  Fora do hospital não tive ajuda nem da pediatra e nem do ginecologista.  Vou marcar uma consulta com uma fono"
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,Porque os fisioterapeuta não fizeram nada os outros aínda fizeram os médicos e da enfermeira todas muito boa
,NÃO SE APLICA,,1.0,Não teve esse acompanhamento
,NÃO SE APLICA,,3.0,"Não tive esse tipo de atendimento,com esses profissionais"
QUEIXA,TODOS,CAPACIDADE TECNICA,1.0,Incompetente me deixam
,NÃO SE APLICA,,2.0,Não tive esse atendimento
,NÃO SE APLICA,,1.0,Não tive isso na minha internação
,NÃO SE APLICA,,3.0,Nao houve atendimento de Psicólogo e fonoaudiologo
,NÃO SE APLICA,,2.0,Não tive
QUEIXA,FISIOTERAPEUTA,CONDUTA,4.0,"Estava apresentando um problema pulmonar no qual me causava muita falta ar incapacitante. 
Estive internada antes pelo mesmo motivo por dias e o problema não foi bem investigado e dessa vez foi pior, me deram alta com minha saturação em 85 e ainda ouvi da fisioterapeuta que ""esse seria meu novo normal.
Resultado 5 dias depois da alta, precisei ser socorrida às pressas, com saturação entre 70 e 65 ,sem conseguir respirar, fui internada na UPA de Francisco Morato e devido a gravidade do caso fui transferida para o Hospital Bosque da Saúde ( da própria rede Hapvida) onde precisei ser entubada. Fiquei internada 26 dias, lá com um atendimento totalmente diferente do atendimento do Paulo Sacramento,  fui medicada, fiz vários exames, e infelizmente depois de tanto tempo perdido no Paulo Sacramento ( do dia 11 de junho ao dia 28 de julho, entre consultas na emergência e 2 internações) meu caso virou crônico e estou precisando fazer oxigenoterapia ( uso de oxigênio de cilindros). Talvez se no Paulo Sacramento tivesse tido um atendimento adequado, não teria chegado a esse ponto. Fiquei 26 internada,  8 dias entubada,  estou afastada do meu emprego o que me causou prejuízos financeiros e de pontuação no local de trabalho,  sem falar no meu psicológico que está destruído.  Só ainda não acionei a justiça ( ainda) por não ter estabilidade emocional para isso.
Nota 0 para Hospital Paulo Sacramento,  onde quase perdi minha vida."
,NÃO SE APLICA,,,
,NÃO SE APLICA,,4.0,Não tive contato nenhum deles.
QUEIXA,FONOAUDIOLOGO,QUALIDADE,1.0,"Não teve atendimento psicólogo e nem de ass social, desde a uti ate alta, e nem explicação correta sobre os engasgos pelo fonoaudiólogo"
,NÃO SE APLICA,,1.0,Não fiz a cirurgia
QUEIXA,TODOS,QUALIDADE,3.0,Toda hora o mesmo comentário maldoso ele tá muito secretivo
,NÃO SE APLICA,,3.0,Não tive atendimento desses profissionais.
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,por o fonoaudiólogo pareceu pouco e o psicológico não apareceu
QUEIXA,TODOS,QUALIDADE,3.0,Estavam sobrecarregados
,NÃO SE APLICA,,1.0,Não fui atendida por nenhum desses profissionais mesmo que eu tenha pedido ajuda por sofrer com crises de ansiedade
,NÃO SE APLICA,,2.0,"Não usei esses serviços, inclusive tento fonoaudiólogo ha 2 anos e nunca consegui uma consulta, então tô bem insatisfeita"
,NÃO SE APLICA,,3.0,Não usei ainda esses serviços
,NÃO SE APLICA,,1.0,Não tive esse atendimento. Mesmo sendo necessário
,NÃO SE APLICA,,1.0,Não tive interação com nenhum
,NÃO SE APLICA,,3.0,Não tivemos esses profissionais
,NÃO SE APLICA,,3.0,Não precisei desse serviço
QUEIXA,FISIOTERAPEUTA,ACOLHIMENTO,2.0,O fisioterapeuta tivemos que ir a sua procura pois apesar das solicitações ele não aparecia...É notório a falta de organização e quem sabe comprometimento
QUEIXA,TODOS,QUALIDADE,,
,NÃO SE APLICA,,3.0,Nao fui atendido por esse profissionais. Meu procedimento nao precisou disso.
,NÃO SE APLICA,,3.0,Não precisei
,NÃO SE APLICA,,3.0,Nao fui atendida em tais locais
,NÃO SE APLICA,,3.0,Tem q ter mais apuração
,NÃO SE APLICA,,2.0,Não tive esse atendimento
,NÃO SE APLICA,,1.0,não tive contato com essa equipe
,NÃO SE APLICA,,3.0,Ainda não fui atendido pelo profissional
,NÃO SE APLICA,,2.0,Não tive esses profissionais.
,NÃO SE APLICA,,3.0,Porque não  tive nenhum desses procedimento
QUEIXA,FISIOTERAPEUTA,QUALIDADE,,
,NÃO SE APLICA,,3.0,Dos citados só tive atendimento com uma área
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,Os fisioterapeutas precisam ser mas atencioso e monitorar mas de perto os pacientes para que não  realizamos nenhum movimento que possa implicar  no pós Cirúrgico.
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,Fisioterapeuta só tirou foto . A psicóloga foi foi muito acolhedora. Enfermagem sobrecarregada.
,NÃO SE APLICA,,3.0,Não tive atendimento com esses especialistas
QUEIXA,FONOAUDIOLOGO,NÃO COMPARECEU ,2.0,"Não foi possível fazer o teste do ouvidinho, marcaram para comparecer ao hospital algumas semanas depois , estive presente e não tinha profissional"
QUEIXA,TODOS,TEMPO DE ESPERA,,
QUEIXA,TODOS,QUALIDADE,3.0,Trata os pacientes péssimos
,NÃO SE APLICA,,2.0,Não tive atendimento com a equipe
,NÃO SE APLICA,,3.0,Não tive atendimento com nenhum desses
,NÃO SE APLICA,,3.0,Ainda nao consegui marcar para saber
,NÃO SE APLICA,,,
ELOGIO,TODOS,QUALIDADE,1.0,O atendimento muito bom
,NÃO SE APLICA,,3.0,"Nenhum apenas não utilizei os serviços desses profissionais, mas não havia essa opção de avaliação."
,NÃO SE APLICA,,3.0,Não fui atendida por tais proficionais
,NÃO SE APLICA,,,
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,"Durante a observação que aconteceu na madrugada de sábado para domingo a minha filha precisava fazer a aspiração mas não tinha fisioterapeuta disponível somente pela manhã após a oito , houve um dia da semana que a fisioterapeuta faltou daí o médico pediu pra que viesse uma da Uti infantil, ela veio mas já na preparação do procedimento ela foi chamado e teve que interromper, depois ela voltou mas fez tudo com muita pressa , e disse que no poderia se ausentar da Uti, ou seja a minha não teve o tratamento adequado o tratamento que ela merece"
,NÃO SE APLICA,,1.0,Nunca fui atendido por nenhum dos funcionários acima mencionados.
,NÃO SE APLICA,,2.0,Não tive acesso a esses profissionais
,NÃO SE APLICA,,1.0,Nenhum desses profissionais vieram conversar comigo. Uma pena
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,A fisioterapeuta não foi ao quarto para me ajudar a levantar
QUEIXA,TODOS,ACOLHIMENTO,1.0,Zero empatia
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,3.0,A assistênte social errou minhas passagens eu estava lá mais era de outra cidade
ELOGIO,PSICOLOGA,NÃO COMPARECEU ,,
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,"Sobre fonoaudióloga primeira vez que dom
Foi introduzido a alimentação após sair de uti . 
Ela passou migaul de aveia . 
Sendo que meu filho toma só fórmula . 
Nem em casa chegou a comer aveia ."
,NÃO SE APLICA,,2.0,Pois não tive esse acompanhamento.
,NÃO SE APLICA,,3.0,Nunca fui atendida por algum deles
ELOGIO,FISIOTERAPEUTA,QUALIDADE,3.0,Fisioterapia tá ótima
QUEIXA,TODOS,QUALIDADE,3.0,Genérico
,NÃO SE APLICA,,3.0,Não tive atendimento com eles
,NÃO SE APLICA,,2.0,Não tive contato com essa equipe
,NÃO SE APLICA,,3.0,Não houve atendimento por essa equipe
,NÃO SE APLICA,,1.0,Quase não tive atendimento só com fisioterapia
QUEIXA,ASSISTENTE SOCIAL,ACOLHIMENTO,1.0,"Procurei assistente social pra conseguir um vaga na enfermaria pra minha filha e não fui bem recebida por ela, e fiquei dois dias no bloco cirúrgico com minha filha"
QUEIXA,FONOAUDIOLOGO,FALTA DE INFORMAÇÃO,3.0,Meu único contato foi com o fono e esse poderia ter sido mais detalhado
,NÃO SE APLICA,,1.0,Não tive avaliação com nenhum desses profissionais
,NÃO SE APLICA,,2.0,Não tive essas especialidades acima descritas
,NÃO SE APLICA,,3.0,Não precisei desses atendimento
,NÃO SE APLICA,,3.0,"Na verdade, não tive atendimento por parte desses profissionais."
QUEIXA,TODOS,ACOLHIMENTO,3.0,Não me deram ouvidos no que eu estava sentindo e falando para eles
,NÃO SE APLICA,,1.0,"Não teve equipe, ninguém foi até mim falar nenhuma dessas profissionais não nem se quer tivemos contato!"
QUEIXA,TODOS,QUALIDADE,1.0,"Diagnóstico errado 
É hj estou internada novamente"
QUEIXA,TODOS,QUALIDADE,,
QUEIXA,ASSISTENTE SOCIAL,ACOLHIMENTO,3.0,"Satisfeito apenas com os fisioterapeutas!! Nota 4

2 para assistente social, só aparecem qndo convém"
,NÃO SE APLICA,,3.0,Não utilizei esses serviços
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tivemos essa assistência
,NÃO SE APLICA,,1.0,Não fiz cirurgia com vcs
,NÃO SE APLICA,,3.0,"O atendimento da enfermeira no pós cirúrgico, tanto quanto a alimentação como com o horário da alta, ela estava confusa."
,NÃO SE APLICA,,1.0,Não teve ninguém dessas equipes para atendimento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Nei apareceu no setor
,NÃO SE APLICA,,3.0,"Não tive contato com psicólogo, mesmo estando no prontuário que eu estava em um quadro depressivo"
QUEIXA,TODOS,ACOLHIMENTO,2.0,Pouca atencao
,NÃO SE APLICA,,3.0,"Não fui atendida por fisioterapeuta, assistente social e psicólogo"
,NÃO SE APLICA,,3.0,Nao fui atendido por nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não tive acesso com esses profissionais
,NÃO SE APLICA,,3.0,Sem atendimento desses
QUEIXA,FONOAUDIOLOGO,QUALIDADE,1.0,"A mais de dois anos levo minha filha nas fono do plano... Porém, muita dificuldade de marcar uma consulta podendo ter apenas 2 por mês, e quando consegue é de apenas 15 minutos... Muita decepção. E tem cada profissional que não sabe do que sua filha se trata e meio que tenta encaminhar para outro profissional, desistimos de acompanhar fono pelo plano, e estamos fazendo por fora."
,NÃO SE APLICA,,3.0,Não tive atendimento com esses profissionais
,NÃO SE APLICA,,2.0,Não houve atendimento dos especialistas mencionados
,NÃO SE APLICA,,2.0,Não tive nenhum contato com esses profissionais no meu tempo de internação
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não tive esse tipo de atendimento
QUEIXA,ASSISTENTE SOCIAL,NÃO COMPARECEU ,1.0,"vc não consegue falar com assistente social,perderam o coberto da minha mae"
,NÃO SE APLICA,,1.0,Não tivemos nenhum atendimento com esses profissionais
,NÃO SE APLICA,,3.0,Nao tive acompanhamento deles entao nao posso avaliar
,NÃO SE APLICA,,3.0,Não tive esse atendimento
,NÃO SE APLICA,,2.0,Não houve atendimento com esses  profissionais
QUEIXA,TODOS,QUALIDADE,1.0,Zero
,NÃO SE APLICA,,1.0,Ele não foi direcionado para estes profissionais
,NÃO SE APLICA,,5.0,
QUEIXA,FISIOTERAPEUTA,QUALIDADE,1.0,1 fisioterapeuta pra 7 pessoas
,NÃO SE APLICA,,3.0,"Não houve cirurgia, nem atendimento com fisioterapeuta, assistente social, psicólogo.ou fonoaudiólogo"
,NÃO SE APLICA,,2.0,Não teve
QUEIXA,FONOAUDIOLOGO,QUALIDADE,1.0,"Nao tive fisioterapeuta, nem assistente social nem psicóloga... a fono nos informou que o aparelho que fazia exame da orelhinha estava quebrado fizemos depois de vários dias ..."
QUEIXA,TODOS,TEMPO DE ESPERA,,
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tive esse atendimento
,NÃO SE APLICA,,1.0,Tempo que minha mãe ficou internada não teve visita de nenhum
,NÃO SE APLICA,,,
,NÃO SE APLICA,,,
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,a fisioterapia não atendeu meu pai
,NÃO SE APLICA,,1.0,Não tive assistência
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Estava com minha filha na UTI e não tive acompanhamento com psicólogo quando estava precisando.
QUEIXA,TODOS,ACOLHIMENTO,,
,NÃO SE APLICA,,2.0,Eu nem vi eles
,NÃO SE APLICA,,1.0,"Não tive atendimento nenhum com fisioterapeuta, nem assistente social e nem psicólogo, fora que não pude nem descansar pois o tempo todo entravam na sala para pegar digital."
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tive atendimento com esses profissionais
,NÃO SE APLICA,,3.0,Nao passei por nenhum
,NÃO SE APLICA,,1.0,"Não sou José Elson Cristóvão Vicente e nem família dele. Também não tenho hqpvida. Estou insatisfeita pelas mensagem recebidas, pois nem conheço esse povo"
QUEIXA,TODOS,QUALIDADE,2.0,"Desinteresse,sem escuta"
QUEIXA,TODOS,QUALIDADE,3.0,Poucos esclarecimentos sobre o quadro da paciente
,NÃO SE APLICA,,1.0,Não tivemos visitas destas especialidades
,NÃO SE APLICA,,1.0,Não tive atendimento com nenhum desses profissionais e teria sido muito importante se tivesse tido
,NÃO SE APLICA,,3.0,Não tive contato com nenhum desses profissionais
QUEIXA,TODOS,ACOLHIMENTO,,
,NÃO SE APLICA,,1.0,no momento da minha cirurgia da minha cirurgia eu nao tive nenhum acompanhamento to destes profissionais
,NÃO SE APLICA,,1.0,Não tive nenhum desses atendimento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Nao tive psicólogos e nem fonoaudiólogos
QUEIXA,TODOS,QUALIDADE,3.0,"Faltou suporte multiprofissional, tendo em vista que a Sra Izolina Maria Coelho,  tem demência em estado avançado."
QUEIXA,TODOS,ACOLHIMENTO,3.0,Só um pouco ausente e de difícil contato.
,NÃO SE APLICA,,1.0,Não teve nenhum desses profissionais
,NÃO SE APLICA,,2.0,"Não fizeram nada que ajudasse e nem Psicólogo foi até a mim, fonoaudiologos muito menos!"
,NÃO SE APLICA,,1.0,Não teve acompanhamento desses profissionais na internação.
,NÃO SE APLICA,,3.0,Não tive atendimento com estas equipes
QUEIXA,TODOS,QUALIDADE,1.0,"Incompetência, falta de apoio e muitas mentiras"
QUEIXA,TODOS,QUALIDADE,3.0,Atendimento superficial
,NÃO SE APLICA,,1.0,Não apareceu nenhum
QUEIXA,PSICOLOGA,ACOLHIMENTO,2.0,"Referente aos psicólogos eu fiquei 16 dias internada e não passou psicólogo todos os dias, sendo que vim de uma complicação de uma amputação no Salvalus, e mexeu demais com meu psicológico. Nesses 16 dias não foi assistente social e muito menos fonoaudiólogo."
,NÃO SE APLICA,,3.0,Não tive atentimentos com esses profissionais nesse dia.
,NÃO SE APLICA,,3.0,Não fui atendida por esses profissionais
,NÃO SE APLICA,,3.0,Não utilizei esse tipo de atendimento profissional
,NÃO SE APLICA,,1.0,Não tive atendimento com eles
,NÃO SE APLICA,,3.0,Não usei
QUEIXA,FISIOTERAPEUTA,TEMPO DE ESPERA,3.0,Demorado para iniciar o tratamento com o fisioterapeuta e o tempo de sessão muito curto
,NÃO SE APLICA,,3.0,"Não tive contato com fisioterapeutas, assistentes sociais, psicólogos ou fonoaudiólogos.."
QUEIXA,FISIOTERAPEUTA,QUALIDADE,,
,NÃO SE APLICA,,1.0,nao tive esses atendimentos ou acompanhamento
,NÃO SE APLICA,,3.0,Não tive atendimento desses profissionais
,NÃO SE APLICA,,2.0,"Até agora não apareceu nenhuma psicóloga, assistente social ou fonoaudiologo para visitar minha mãe."
,NÃO SE APLICA,,2.0,Não tive contato com ninguém dessas áreas
,NÃO SE APLICA,,1.0,Não tive nenhum apoio de nenhum dos especialistas ditados
,NÃO SE APLICA,,3.0,Não foi necessário
,NÃO SE APLICA,,3.0,Pouco tiveram falando  comigo
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,"Toda a internação - só a presença do fisioterapeuta- que só faz o básico da fisioterapia motora 
Nenhum desses outros profissionais não apareceram"
QUEIXA,PSICOLOGA,NÃO COMPARECEU ,,
,NÃO SE APLICA,,3.0,"Não tive esse tipo de atendimento, graças a deus não precisei"
,NÃO SE APLICA,,1.0,Não fui acompanhada por nenhum
,NÃO SE APLICA,,3.0,Não fui atendida por nenhum desses profissionais
QUEIXA,TODOS,CONDUTA,1.0,Muito mal humorado e mal educado
,NÃO SE APLICA,,2.0,Não tive nenhum desses atendimentos
,NÃO SE APLICA,,1.0,Não tive acesso a nenhum desses profissionais
,NÃO SE APLICA,,2.0,Não tive contato com esses profissionais
,NÃO SE APLICA,,2.0,Não tive esses atendimentos
QUEIXA,TODOS,QUALIDADE,,Fisioterapia não estimula o paciente. Se a idosa falar que não quer fazer eles viram e vão embora. Nutricionista não esteve no quarto durante a internação. Mesmo sendo solicitado porque a paciente precisava de suplementos para ferida.
ELOGIO,TODOS,QUALIDADE,1.0,Ótimo atendimento e atenção
QUEIXA,TODOS,QUALIDADE,3.0,Não fizeram muita questão de investigar o problema dela.
,NÃO SE APLICA,,3.0,Até hj não passei no fisioterapeuta e ainda estou dando uma nota 3 para um atendimento que nem tive ainda pois o correto e lógico seria nota 1
,NÃO SE APLICA,,3.0,Não lembro de ter atendimento destes profissionais
,NÃO SE APLICA,,3.0,Não usei este serviço
,NÃO SE APLICA,,1.0,Em momento algum fui atendida por nem um deles
,NÃO SE APLICA,,2.0,Não recebi auxílio de nenhum desses profissionais.
,NÃO SE APLICA,,3.0,"Não fui atendida por fisio, assistente, psicólogo ou fono. Logo não posso opinar. Tentei deixar em branco mas não aceitou"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não vi nenhum
,NÃO SE APLICA,,2.0,Nos dias que fiquei internada no hospital nao vi fisioterapeuta e psicólogos
,NÃO SE APLICA,,3.0,Não tive contato com esses profissionais
,NÃO SE APLICA,,3.0,Porque não tevê atendimento pô estes profissionais
,NÃO SE APLICA,,2.0,"Primeira mente, ele não fez cirurgia,segundo não passou essa equipe lá."
,NÃO SE APLICA,,1.0,"Não recebi nenhum deles, único que passou na sala foi a obstetra e pediatra ."
,NÃO SE APLICA,,2.0,Não foram até a sala onde eu estava
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Espaço muito grande em aplicar os procedimentos
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,"Por muitas vezes demoram para dar assistência, temos que ficar cobrando"
,NÃO SE APLICA,,1.0,"Não fiz cirurgia nenhuma em julho de 2025,fiz uma craniotomia em julho de 2019."
,NÃO SE APLICA,,3.0,não tive acompanhamento deles
QUEIXA,TODOS,ACOLHIMENTO,3.0,Pessoas sem paciência
QUEIXA,TODOS,QUALIDADE,3.0,"Passaram poucas vezes e as visitas rápidas de mais, sem muito aproveitamento."
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Demora nos atendimentos da equipe multidisciplinar
,NÃO SE APLICA,,1.0,"Não posso opinar, pois ainda não fui atendida por nenhum desses profissionais"
QUEIXA,PSICOLOGA,NÃO COMPARECEU ,3.0,"Durante a internação do meu RN não tive apoio psicológico, não poderia deixar o meu filho sem minha presença, foi um momento de muita aflição, no entanto meu coração se alegrou com o apoio das enfermeiras de todos os plantões."
,NÃO SE APLICA,,2.0,Por q não foi nem um desses médicos lá
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não tive atendimento com essas especialidades
QUEIXA,TODOS,QUALIDADE,3.0,"Não tenho muito o que falar, por que era coisas rápidas."
,NÃO SE APLICA,,1.0,"Não houve atendimento dessas equipes, e dia 11 qdo fui pedir atendimento ,foi negado"
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,Pouquíssimas sessões
QUEIXA,TODOS,TEMPO DE ESPERA,2.0,"O atendimento de fisioterapeutas, assistentes sociais e fonoaudiólogos somente era realizado após solicitar diversas vezes"
,NÃO SE APLICA,,3.0,Meu pai nunca teve atendimento de psicólogo e ele precisa muito
QUEIXA,ASSISTENTE SOCIAL,NÃO COMPARECEU ,1.0,"Não sei por qual motivo a paciente estava como internada há dias no hospital, sendo que a internação se deu apenas após denúncia a administração e não veio ninguém da assistência social falar conosco"
QUEIXA,TODOS,ACOLHIMENTO,1.0,"Não iam no quarto para ver o paciente, não pediram exames"
