grupo,comentario_p1
ADMINISTRATIVO,disse qua nao atendia hapivida
RECEPÇAO,o paciente relata que nao teve recepcao nem auxilio no uso do totem.
RECEPÇAO,"deveriamos ter mais acolhimento, e para eles e apenas mais um paciente doente. o paciente pergunta algo e eles nao tem a devida atencao"
ADMINISTRATIVO,"apos a cirurgia as tecnicas extremamente grossa impaciente porque tinha que tirar a biometria e a minha demorava pra ler ,pedir travesseiro porque a cirurgia foi no pescoco e ninguem atendia ,pedi nutricionista e nao veio porque apos implorar por uma refeicao q veio apos 7 horas do pos cirurgico veio mingau , pela manha veio ovo nao como e cafe que nao posso tomar em nenhum momento a nutricionista veio fazer entrevista, em nenhum momento veio enfermeira conversar, simplesmente fui posta em uma cama sem informacoes nenhuma ,a medica cirurgia nao foi no meu leito , eu tive alta por uma enfermeira no momento em que estava fazendo caminhada no corredor , nao tirou meus acesso ,mandou tomar banho do jeito q estava q depois ela tirava , perdeu meus papeis da alta , foi um momento terrivel que passei ai dentro nao desejo a ninguem...fiquei satisfeita em ter realizado minha cirurgia porem totalmente desorganizado e desumano, ja fui melhor atendida no sus. o acolhimento ao acompanhante ,meu plano e apartamento e o tempo todo meu acompanhante aguardou na recepcao por mais de cinco horas sem informacoes minha e eu aguardei sem acomodacao alguma em uma cadeira ate o momento da cirurgia na sala de observacao"
ADMINISTRATIVO,leve demora pra um quadro grave de dpco exacerbado
RECEPÇAO,cheguei na urgencia e nao sabiam o que fazer
ADMINISTRATIVO,pediram para chegarmos duas horas antes da cirurgia sem nenhuma necessidade minha cirurgia era as 9 iniciou era 13 h da tarde e eu no hospital desde as 7 horas sem contar que na area que era pra estar esteril varios acompanhantes das gravidas entravam e saiam da sala
RECEPÇAO,a demora
RECEPÇAO,a paciente relata que ao chegar ao hospital durante a madrugada nao havia ninguem na portaria ou na recepcao.
ADMINISTRATIVO,"a recepcao estava vazia, varias pessoas aguardando para fazer o chekin de entrada que estava previsto para as 22h e se estendeu por mais de uma hora e meia."
RECEPÇAO,"a paciente informa que teve muitos problemas na chegada ao hospital, pois apesar de informar por diversas vezes que pagaria o parto ja que sabia que o seu plano ainda estava com carencia, a deixaram esperando por muito tempo, sentindo muita dor"
ADMINISTRATIVO,muita gente aguardando nao tinha nem lugar para sentar
RECEPÇAO,muita demora
RECEPÇAO,"tudo muito demora para ser feito, pouca agilidade."
RECEPÇAO,falta de informacao.
ADMINISTRATIVO,atraso no agendamento cirurgico
ADMINISTRATIVO,"ocorreu um acidente horrivel com a nossa rn e nao tivemos nenhum amparo e ou atencao no caso apos o ocorrido. ocorrido quem em si foi causado devido o aparelho do hospital nao estar apto para uso, e mesmo assim colocaram para ser utilizado."
RECEPÇAO,apenas 1 funcionaria atendendo e muita gente para ser atendido
ADMINISTRATIVO,"eu cheguei em trabalho de parto, so tinha a recepcionista ate ai o atendente foi rapido era 02 e pouco da madrugada o atendimento foi rapido, fui chamada pelo medico do plantao, fui super bem atendida por ele dr fernando estava com 6 centimetros de dilatacao, foi pedido a internacao e simplesmente nao tinha ninguem para fazer a internacao, meu esposo precisou me deixar na sala de medicacao sozinha e sair procurando alguem para fazer a internacao, por esse atraso nao tive analgesia, quando fui levada para o pre parto meu filho ja estava nascendo. foi algo que me chateou muito"
ADMINISTRATIVO,"eu cheguei em trabalho de parto, so tinha a recepcionista ate ai o atendente foi rapido era 02 e pouco da madrugada o atendimento foi rapido, fui chamada pelo medico do plantao, fui super bem atendida por ele dr fernando estava com 6 centimetros de dilatacao, foi pedido a internacao e simplesmente nao tinha ninguem para fazer a internacao, meu esposo precisou me deixar na sala de medicacao sozinha e sair procurando alguem para fazer a internacao, por esse atraso nao tive analgesia, quando fui levada para o pre parto meu filho ja estava nascendo. foi algo que me chateou muito"
ADMINISTRATIVO,"cheguei as 7 da manha e 11 ainda nao tinha subido para cirurgia, onde as pessoas que chegaram bem depois ja tinha subido para pre cirurgico ao questionar a atendente ela relatou que houve um probleminha com o meu plano e que a superiora dela viria conversar comigo onde nao aconteceu.pergunteibalgumas vezes pela supervisora e ela dizia esta em reuniao, perguntei onde ficava a sala dela e informava que estava vindo.foi que meu marido foi procura la e a encontrou em sua sala sem reuniao nenhuma nao questiona la o que estava ocorrendo ela informou que teriamos que pagar uma calcao para que eu fizesse a cirurgia"
ADMINISTRATIVO,"bom e rapido atendimento, eficiencia dos profissionais"
ADMINISTRATIVO,"demora muito para ir para o quarto, internacao."
ADMINISTRATIVO,"apesar super lotacao muita demora pra maqueiro vir locomove com meu pai agente tinha ta atras chamando pedido todo momento super lotacao,falta material no hospital pra fazer procedimento como stent"
ADMINISTRATIVO,"cheguei de outra cidade com a crianca no o2 e nao tinha nenhum cilindro que pudesse ir ate ela, precisei entrar e me negar deixar ela na espera sem o o2 passando mal pra poderem da um jeito de arrumar um pra ela."
ADMINISTRATIVO,"ao chegar tive que esperar quase 1 hora pois na recepcao dos procedimentos cirurgicos tinha apenas 1 funcionarios atendendo. e esse mesmo mexendo no celular ao mesmo tempo ,devido ao uma tele entrega. fez uma confusao trocando meus papeis . me deu os papeis que eram de outra pessoa. maqueiro demorou bastante para chegar. quero deixar registrado que fiquei 1 dia inteiro na sala de recuperacao, esperando um leito de quarto que nunca chegou. sem roupas e sem escovar dente sem banho. pois la nao aceitava esse tipo de atendimento e sem visitas"
RECEPÇAO,"nao tive apoio no totem mesmo estando em trabalho de parto, nao havia porteiro no horario, recepcionista sem empatia e o maqueiro atendeu as expectativas"
RECEPÇAO,o tempo de espera foi longo
ADMINISTRATIVO,nao fomos aceito pelo plano !
ADMINISTRATIVO,demora no atendimento
ADMINISTRATIVO,"demora pra diagnosticar, demora na medicacao, demora pra conseguir um leito"
RECEPÇAO,quando cheguei nao fui informada de imediato que ja poderia preencher os dados pra internamento dele
ADMINISTRATIVO,"pediram para que eu chegasse as 7h30 da manha do dia 04 06 e assim o fiz, porem meu parto aconteceu de 21h29 onde eu passei mais de 24h sem me alimentar onde em estado de diabete gestacional nao pode acontecer um prazo tao longo."
RECEPÇAO,fui bem atendida me tiraram todas as duvidas sempre tinha alguem me orientando
ADMINISTRATIVO,"muito baguncado! feio, pior que hospital de sus"
ADMINISTRATIVO,ate hoje nao acharam o laudo da biopsia
ADMINISTRATIVO,"pelas dificuldades, pois minha mae nao andava mais e precisava de ajuda para ser colocada na cadeira de rodas e ou no leito"
ADMINISTRATIVO,demora no atendimento e ma educacao
RECEPÇAO,hospital brasiliense muito desorganizado a recepcao da parte de baixo super mal educada
ADMINISTRATIVO,o hospital nao tinha a informacao da minha cirurgia estar agendada para aquela data oque me fez aguardar muitas horas sem uma resposta se iria ser mesmo naquele dia ou nao
ADMINISTRATIVO,demora p arrumar vaga
RECEPÇAO,demorou demais pra passar na recepcao
RECEPÇAO,"cheguei com dores fortissima, estou com uma bebe de 2 meses, e demorou hortos para ser atendida enquanto a dor so aumentava"
RECEPÇAO,demorou muito pra chamar
ADMINISTRATIVO,a distancia pois moro em saquarema rj
ADMINISTRATIVO,"nao tinha leito pra as criancas, minha filha ficou 5 dias , numa enfermaria que improvisaram, inclusive abrir uma reclamacao, os proprios profissionais reclamavam da desorganizacao do hospital."
ADMINISTRATIVO,tempo de espera um absurdo cheguei as 6 30 da manha minha cesariana foi realizada as 18 20
ADMINISTRATIVO,"nao houve ajuda espontanea, chegou passando mal e eu fui atras de cadeira de rodas ai o maqueiro veio ajudar"
ADMINISTRATIVO,a superlotacao do hospital faz com que a chegada ate o quarto de fato seja bem demorada e a qualidade de servico da emergencia pro quarto e um disparate. desde a hotelaria ate a nutricao! se o hospital proporciona um plano tao barato e acessivel que faca mais hospital pra suprir a necessidade dos seus clientes. inclusive mudei de plano apos esse internamento por ver a dificuldade do servico!
RECEPÇAO,informacoes desencontradas. mandada de uma recepcao para outra. recepcionistas que nao querem atender.
ADMINISTRATIVO,"insatisfeito com tudo, do inicio ao fim, ao comecar que minha cirurgia estava marcada para as 07h e foi realizada depois das 16h, fiquei mais de 24h em jejum, passei muito mau, vomitei muito e ninguem me ajudou, so dizia que era normal, so me ajudaram depois que comecei a vomitar muito. tenho 4 cirurgias, nenhuma feita na notredame, e em nenhuma o atendimento foi assim. fiz 4 operacoes em hospitais de todos os niveis, de sus a samaritano, e sem duvida nenhuma, este foi o pior lugar e a pior experiencia que tive na vida."
RECEPÇAO,atendimento bom
ADMINISTRATIVO,nao realizaram minha cirurgia.
PORTEIRO,o guarda o nao deixa acompanhante ir com o paciente fazer ultrassom. somente uma pessoa.
ADMINISTRATIVO,"bom, achei o pa um pouco desorganizado, quando cheguei fiquei numa maca que nao tinha elevacao da cabeca, ficava reta e doia minhas costas, coloquei cobertor para aliviar a tensao, a cadeira do acompanhante estava quebrada, porem achei uma bagunca, fiz a cirurgia na terca na hora do almoco, me falaram que eu precisava ficar na uti porem nao tinha vaga pra ficar, voltei no pa onde precisava de um lugar calmo e menos estressante, fiquei a tarde inteira la a noite chamei a enfermeira porque estava doendo meu curativo, e entrei numa crise de ansiedade chorei devido um stress, achei falta de consideracao quando vc faz uma cirurgia e nao tem acolhimento melhor, na quarta de manha fui pro quarto tomei um banho e cada meia hora vinha uma enfermeira tirar pressao e passar a digital, almocei e tive alta, achei muito desumano, fiz a cirurgia do coracao e um cateterismo e angioplastia e coloquei um stents na arteira, entao devia mais cuidado"
ADMINISTRATIVO,"eu abri um sac dias apos receber alta, relatando o ocorrido."
RECEPÇAO,"cheguei ao hospital mais ou menos as 01 30 da madrugada do dia 5, cheguei com dores de contracoes, e ja tive a primeira demora para ser avaliada, quando fui avaliada informou que teria que evoluir para 6 cm de dilatacao , resumindo so fui internada quase 5h da manha com dilatacao total me humilhando para alguem me da atencao ja estava super cansada, passei todo meu trabalho de parto exposta na recepcao."
RECEPÇAO,fui bem atendido
ADMINISTRATIVO,e sim com a equipe do curativo na hapvida caxanga que e uma porcaria o paciente leva em torno minimo de tres horas pra ser atendido a maioria dos pacientes sao diabeticos e passam do horario de comer e etc coisa que nao podia acontecer mas acontecer vamos melhorar isso pois ta horrivel.
RECEPÇAO,na recepcao que fiquei esperando para fazer a ultrassom que ja estava com muito sangramento esperei la do lado de fora com os outros pacientes por mais de 3 horas com dor por que nao era urgencia a mulher da recepcao
ADMINISTRATIVO,desorganizacao
MAQUEIRO,"super lotacao,falta material no hospital pra fazer procedimento como stent. apesar super lotacao muita demora pra maqueiro vir locomove com meu pai agente tinha ta atras chamando pedido todo momento"
RECEPÇAO,"muita demora para internar, mais de 4 horas com a crianca na recepcao com a crianca"
RECEPÇAO,"muita demora para internar, mais de 4 horas com a crianca na recepcao com a crianca"
ADMINISTRATIVO,"desorganizado, muito burocratico, realocaram a triagem p recepcao eletiva, muita gente p ser atendida por apenas 2 pessoas"
RECEPÇAO,"a recepcionista lucilene, acho que e esse o nome, estava sentada do lado esquerdo quando chegamos na recepcao, e muito cara fechada e grosseria com seus colegas no que eu pude ver, e estive recentemente no onix batel e novamente vi ela sendo rispida com uma colega que fica no quadrado dando informacoes e etiquetas orientando, a colega estava fazendo pergunta pra ela e com a cara fechada respondeu rispidamente, vcs deveriam dar uma funcao com ela fechada em uma sala, assim evitarmos de ver a cara de descontentamento dela, no restante foi maravilhoso o atendimento, medica entao...uma querida e toda sua equipe"
ADMINISTRATIVO,demorou para ser feita a internacao
ADMINISTRATIVO,e muita burocracia pra tudo .
ADMINISTRATIVO,"chegamos la encaminhados por outra unidade, que devido a ser pronto socorro nao podia seguir com a internacao, achavamos que era so informar que ja estavamos vindo de outra unidade. porem, foi preciso abrir outro atendimento. passar de novo pela emergencia para seguir com a internacao e tudo isso com uma bebe mto doente"
RECEPÇAO,"qdo cheguei nao tinha ninguem na recepcao,logo apos ele chegou, porem gentil e atencioso."
ADMINISTRATIVO,muito pouca informacao entrei fiz a internacao e sai procurando o local
RECEPÇAO,demora na recepcao
ADMINISTRATIVO,cheguei 11 horas eu fui e so fui para e so sai da recepcao as 17 horas
ADMINISTRATIVO,"muita demora nos atendimentos poucos profissionais e principalmente infermeiras ,pois um dia nao tinha enfermeira para dar banho na lucia ai meu irmao que estava de acompanhante precisou dar um banho nela foi um tanto constrangedor por favor almete o numero de enfermeiras e auxiliares"
ADMINISTRATIVO,"minha satisfacao e que voces nao tao interessado muitas vezes com o problema do paciente,"
ADMINISTRATIVO,nunca funciona
ADMINISTRATIVO,sem ninguem para ajudar e cadeiras de roda em pessimas condicoes
RECEPÇAO,demora na entrada
ADMINISTRATIVO,"no primeiro momento o proprio plano de saude hapvida se recusou a operar a cirurgia de emergencia devido tempo de carencia, apos uma decisao da defensoria publica do df o hospital mesmo assim dificultou a cirurgia fazendo esperar por 3 dias numa ala de internacao com varias criancas doentes com quadro viral bronquiolite e etc.. solicitando jejum para meu filho devido ao procedimento da cirurgia acesso intravenoso por 3 dias, sempre prometendo um leito de uti para realizacao da cirurgia, e quando chegava no centro cirurgico depois de assinar todos os termos esta tudo pronto pra cirurgia, alegavam nao ter mais leito de uti e se recusavam a realizar a cirurgia, somente apos uma reclamacao pela ouvidoria que entraram em contato para marcar a cirurgia apos um mes aproximadamente, enfim essa e minha insatisfacao sobre essa cirurgia."
ADMINISTRATIVO,alguns funcionarios com grosserias
MAQUEIRO,o paciente desceu com o familiar apos cirurgia .ninguem do hospital o trouce ate a portaria.
ADMINISTRATIVO,minha esposa faleceu na cirurgia
RECEPÇAO,muita espera
RECEPÇAO,demora pra ser chamada para cirurgia
ADMINISTRATIVO,vide dia eliminacao exposta anteriormente
MAQUEIRO,"apos a cirurgia o meu filho ficou mais de meia hora esperando o maqueiro, porque so tinha um maqueiro pro hospital inteiro"
RECEPÇAO,"a atendente demorou muito pra chamar e quando chamou nos deixou sentados, foi resolvendo outros assuntos e conversando com as outras funcionarias que estavam chegando e agente la sentado, um desrespeito, outra atendente que fez minha ficha no dia fiquei muito chateada pois eu ja estava apreensiva pra ir pra cirurgia so piorou."
ADMINISTRATIVO,"nao tinha enfermaria para mim e minha acompanhante so arrumaram enfermaria depois de muito tempo, apois a cirurgia"
RECEPÇAO,"a recepcionista pediu para eu aguardar que iria me chamar, simplesmente me esqueceu e passou outras pessoas na minha frente ai fui la . perguntar que horas ia me chamar,pq tinha pessoas que passou na minha frente e ela esqueceu"
ADMINISTRATIVO,hospital notre care nao realizou a cirurgia simples da lingua do meu bebe e tbem saimos sem a vacina .
ADMINISTRATIVO,"no caso , foi a demora pra realizar a cirurgia, minha cirurgia foi marcada para as 06 00 da manha do dia 28 06 25 e foi realizada as 16 40 , fiquei muito fraca, mas na parte do atendimento com o medico foi excelente."
RECEPÇAO,"em alguns lugares os recepcionistas sao atenciosos,em outros lugares nem tanto"
ADMINISTRATIVO,"nao tive suporte apoio de ninguem, utilizei o totem sozinha, mesmo estando com dor, tive que aguardar o atendimento medico sem ser atendida com a prioridade que a minha saude pedia no momento."
ADMINISTRATIVO,nos incaminharam para um andar q nao era da cirurgia.. nao colocaram a manta termica pos cirurgia no menino ele ficou gelado nao lia a saturacao dele e as enfermeiras falando q era normal sem ser. possivelmente tera q refazer a cirurgia.
ADMINISTRATIVO,demorei muito para subir para o quarto fqi de 14h ate 18h esperando para subir para o quarto
ADMINISTRATIVO,muita demora no atendimento
ADMINISTRATIVO,porq minha digital nao esta cadastrada
ADMINISTRATIVO,porq minha digital nao esta cadastrada
ADMINISTRATIVO,informacoes desconectadas
ADMINISTRATIVO,eu fiz tudo sozinha e fiquei procurando a entrada
RECEPÇAO,demora no atendimento inicial para fazer a ficha
ADMINISTRATIVO,porque precisamos de quartos e nao tinha
ADMINISTRATIVO,"pois nao tem fisioterapeuta proximo de onde moro, resido na zona oeste e a fisioterapia so tem na zona norte, muito distante e impossivel acesso pois nao consigo me locomover e pagar carro de aplicativo fica inviavel fui confirmar a consulta se nao me falaram que o medico estava no terceiro andar, fui pro segundo onde ele consultava e obs estou operada de artroplastia total de quadril esquerdo"
ADMINISTRATIVO,"erraram a ficha da minha filha no meu prontuario, tinha a ficha de outra paciente."
PORTEIRO,nao tem porteiro disponivel atendimento pessimo
ADMINISTRATIVO,eu foi internada duas pra fazer a cirurgia e nao foi feita por falta de por falta de equipamentos.
ADMINISTRATIVO,eu foi internada duas pra fazer a cirurgia e nao foi feita por falta de por falta de equipamentos.
ADMINISTRATIVO,a espera
ADMINISTRATIVO,"ao chegar, deixei o carro no estacionamento, neste momento pessoa do estacionamento muito cordial e educado. ao chegar na recepcao, uma confusao pois havia caido o sistema e colaboradores nao treinados para momentos quando planando contingencia ativo e conversas pessoais nao contempladas para a ocasiao. ao chegar na area pre operatorio para retirar meus pertences antes de subir para a area do centro cirurgico... enfermagem com muitas conversas altas comentando sobre a chefia que havia trocado os colaboradores da enfermagem de local de trabalho e sobre a limpeza dos setores... problemas internos nao devem ser de conhecimentos para os clientes."
RECEPÇAO,a grande demora para fazer a ficha de internacao
ADMINISTRATIVO,"muito desorganizado, o toten nunca funciona como deveria, as pessoas da recepcao te fazem esperar horrores"
RECEPÇAO,"o tempo de espera muito, grande. sem ter ninguem em minha frente."
RECEPÇAO,recepcao nao sabe orientar
ADMINISTRATIVO,"tive o pior suporte da vida hospital lotado , dormir em cadeira no corredor, um hospital infantil onde nao tinha vagas pra criancas tenho video e fotos de todo descaso com as crianca que la estavam , tanta doenca juntas que meu filho entrou com 1 virus e pegou mas 2 , error medico no procedimento do meu filho um total descaso com a saude das criancas"
RECEPÇAO,demora no primeiro atendimento
ADMINISTRATIVO,demora no primeiro atendimento
RECEPÇAO,fiquei esperando muito tempo na recepcao par ser atendida
ADMINISTRATIVO,demora em transferir a paciente da emergencia para o hospital no derby.
ADMINISTRATIVO,muita lotacao
ADMINISTRATIVO,"a paciente de 95 anos , e tratada sem nenhuma diferenciacao de um paciente jovem"
RECEPÇAO,mal atendida muita demora na recepcao
ADMINISTRATIVO,"funcionario educado e respeitoso, porem pouco atencioso e sonolento"
ADMINISTRATIVO,"quando estive no hospital no 1o.dia, 23 06 2025 2a.f, que precisei de atendimento urgente para minha mae, que estava com cotovelo quebrado, fui surpreendida pela noticia que o hospital frei galvao esta sem equipe de ortopedia para atendimento. minha mae foi atendida por clinico geral e pelo dr eder de deus. simpatico tentou resolver o problema, mas como nao era a area dele, o atendimento ficou a desejar. orientaram pela internacao ja que entendiam que tratava de caso cirurgico. assim iniciou todo o processo de internacao para cirurgia. apos aguardar mais de 6 horas dentro do hospital, pq o convenio estava demorando no retorno de autorizacao para o processo de internacao, este por sua parte aguardando a conduta do medico ortopedista para seguir com a autorizacao da internacao e cirurgia. porem essa demora estava justificada pelo fato de nao ter equipe medica na especialidade de ortopedia . nesse mesmo dia assinei e cancelei o processo de internacao. apos esse dia, minhas idas e vindas ao hospital frei galvao foram imensas. me gerou transtornos, crises de hipertensao, ansiedade, e principalmente, preocupacoes com minha mae que estava com o cotovelo quebrado sem atendimento. triste situacao. procurei outros atendimentos conveniados, hospital igesp em praia grande, hospital sao lucas, que decepcao, nenhum hospital da regiao alem do frei galvao esta credenciado ao plano para casos de internacao e cirurgia. enfim, gracas a deus no hospital sao lucas, tambem localizado em santos, minha mae foi atendida por excelentes profissionais da area de ortopedia, desde a recepcao, medicos, profissionais da area envolvida, enfermeiros, atendentes de exames de raio x, colocacao de gesso, ......"
ADMINISTRATIVO,"o meu problema nao foi resolvido, o medico marcou outra cirurgia para o dia 11 09 25. fui internado, passei o dia todo em jejum e, a hapvida nao liberou o procedimento."
ADMINISTRATIVO,pq pediu pra estar no hospital as 5hrs da manha para internacao e ja mandaram fazer ficha depois das 7hrs
ADMINISTRATIVO,"a minha mae chegou para realizar um exame de endoscopia e foi diagnosticada com varizes esofagicas e um pequeno sangramento no estomago, fruto de uma ulcera. de acordo com medico que realizou o exame, ela precisaria realizar ligaduras nas varizes e ficar em observacao por conta do sangramento. de la ela foi encaminhada para a observacao e entao para a uti para que ficasse em observacao pois o risco de rompimento das varizes e haver sangramento era grande. tambem ficou a espera do procedimento de ligadura, que nao foi realizado no hospital aldeota. passados 1 dia, ela foi encaminhada para o hospital santa maria, para que segundo o hapvida , fosse acompanhada por um gastroenterologista, o qual nunca apareceu. ela ficou uns 2 dias la e entao encaminhada para o procedimento de ligadura no hospital antonio prudente, procecidmento a ser realizado pelo mesmo medico que fez o diagnostico. o proprio medico me questionou o motivo de nada ter sido feito desde o diagnostico, eu nao soube responder. ela entao finalmente passou pelo procedimento de ligadura das varizes e retornou para o santa maria pra receber alta. esse bate e volta e ser encaminhada entre 3 hospitais nos fez perder 5 dias denecessariamente, pois o diagnostico do problemas havia sido dado pelo medico no mesmo dia do exame."
ADMINISTRATIVO,quando fui para enfermaria otimo. porem na parte pronto socorro lugar terrivel para paciente.
ADMINISTRATIVO,5 estou ainda precisando de um psiquiatra para meu filho para um diagnostico de tdah
RECEPÇAO,demora no atendimento
ADMINISTRATIVO,a demora e a acolhimento
ADMINISTRATIVO,"nao havia porteiro, ninguem para organizar minha chegada, somente apos subir para preparacao que houve uma pessoa explicando"
RECEPÇAO,muita gente para internacao e mesmo eu chegando 1 hira antes fui dar entrada depois das 8 30. somente um guiche atendendo por ser horario de cafe das atendentes
ADMINISTRATIVO,cheio e esperei muito tempo para ser chamada
ADMINISTRATIVO,"nao houve esse servico, cheguei e tive que esperar a hora da cirurgia sem estar num quarto com minha filha pequena, eles nao abriga os pacientes em leitos antes. temos que ficar nas cadeiras de espera com as criancas esperando a hora"
ADMINISTRATIVO,a parte administrativa sao e perdidos.
RECEPÇAO,falta de informacao na recepcao
RECEPÇAO,nao souberam informar aonde eu deveria ir para realizar a internacao. me mandaram pra um local que seria para urgencia e no meu caso era eletivo. a recepcao nao foi prestativa para tirar duvidas so pedia pra aguardar.
ADMINISTRATIVO,uma desorganizacao para marcar a cirurgia uma espera muito grande no dia da cirurgia um total descaso do atendimento para marcar a cirurgia
ADMINISTRATIVO,"os profissionais foram otimos! na verdade, a politica do hospital que me causou insatisfacao. eu dei entrada, meu acompanhante ficou na recepcao, desde as 7h da manha ate 17 30h porque ainda estavam providenciando um apartamento para mim, porque nao tinha. como agendam um procedimento que pede internamento e nao tem apartamento para o paciente. fiquei horas no bloco, com fome e sede. cheguei no hospital com 8h de jejum. fui beber agua por volta das 20h da noite, quando uma janta chegou. anos pagando um plano para ter esse tipo de tratamento."
ADMINISTRATIVO,"a gente chega ao hospital a recepcionista nem fala nada que e a gente mesmo que tem que tirar nossa ficha, as pessoas sabem pq ver outras pessoas tirando e vai tirar sua ficha, no outro dia que fui mesmo la meu filho obs de 10 meses estava com quase 40 graus de febre falei com ela e ela simplesmente me disse que febre nao estava entrando como prioridade nao mandou eu ir para a observacao para as tecnicas de enfermagem da o remedio fui la e estava cheio."
ADMINISTRATIVO,demora
ADMINISTRATIVO,muita demora na observacao ate a internacao
ADMINISTRATIVO,a presteza no atendimento
ADMINISTRATIVO,"era um parto agendado, cheguei no horario 5 00 da manha, ja era pra estar la dentro, porem me deixaram esperando ate a troca do turno das 7 da manha ,pra passar pelo ginecologista de plantao pra entrar, como se fosse consulta de emergencia.. sendo que ja estava agendado, e o medico pediu pra chegar no horario."
ADMINISTRATIVO,"a minha insatisfacao nao foi no atendimento de emergencia minha total insatisfacao e como vcs atendem os pacientes pra marcar horario no consultorio medico vcs restringem agenda , nao dao autonomia aos medicos e principalmente confirmam consultas que os medicos avisam que nao estarao no consultorio fazendo a gente comparecer em consulta que nao vai ter, muita falta de respeito com os pacientes vcs querem controlar tudo e fazem mal fui ate a consulta que nao teve depois de aguardar 2 meses pela consulta e nem se quer posso remarcar, pq o medico nao tem autonomia pra marcar, ai vou acessar o app e so tem horario pra fim de outubro tenho que aguardsr 4 meses pra passar por uma consulta cardiologica e o fim do mundo espero que resolvam este problrma"
ADMINISTRATIVO,"eu me apresentei no hospital as 8 horas da manha e tive alta as 19 horas , para um procedimento que durou 1 minuto e que nao foi realizado pelo medico marcado , de tudo certo no final mas com restricoes ... chegar 3 horas antes do procedimento e um pouco desgastante , pra procedimentos simples deveria diminuir este tempo ."
ADMINISTRATIVO,"muito cheio e pouco profissionais , principalmente onde colhe sangue"
ADMINISTRATIVO,"muito demorado, os medicos demoram para chamar mesmo sendo emergencia e dor. o guarda o nao deixa acompanhante ir com o paciente fazer ultrassom. somente uma pessoa. medicacao e outra demora demais. tem que ficar aguardando, mais 1 hora para medicacao. e mais quase 24 horas para saber o que e."
ADMINISTRATIVO,dificil acesso
ADMINISTRATIVO,dificil acesso
ADMINISTRATIVO,"chegamos e esperamos uma hora para subir e colocaram a gente no quarto de um homem pintando, ai depois que foram atras de outro quarto"
ADMINISTRATIVO,cheguei as 23hras da noite e nao tinha ninguem para nos orientar
ADMINISTRATIVO,"na chegada tudo ok, no quarto pos cirurgia, falta de material basico, como seringa, foi usado a mesma seringa por varias vezes na sonda com alegacao de que nao havia outra, colocando a vida do paciente em risco, podendo pegar uma infeccao, profissionais sem preparo, descaso total de alguns profissionais, demora na realizacao de exames de imagem, banheiro sujo, tenho esse convenio a 38 anos, ja usei outras vezes, mas dessa vez horrivel espero nao precisar de novo e se alguem me perguntar sobre o convenio direi que nao faca, pessimo, ja reclamei sobre, essa hapvida deixa muito a desejar visao lucro e nao se importam com a vida do paciente, isso tudo foi sobre a cirurgia, agora falando de outro assunto fui renovar uma guia que venceu e o medico disse que nao pode renovar pq nao faz mais, ja consultei um advogado sobre o assunto, pra ver se vcs podem simplesmente tirar algum procedimento que eu tinha direito do convenio."
ADMINISTRATIVO,"nao me senti acolhida. cheguei de ambulancia vindo da emergencia de lauro de freitas e fui colocada numa sala muito pequena para a quantidade de pessoas e nao pude ficar com acompanhante, sendo eu idosa, em estado debilitado, vindo em situacao de emergencia grave."
ADMINISTRATIVO,estou indo e vindo para emergencia sem resolver meu problema.nao resolve o problema do paciente. fico so na medicacao pra dor como paliativo.
ADMINISTRATIVO,nao tem o especialista para o problema dela o urologista e na transferencia disseram que ela ia ate o hospital ate hoje nada
ADMINISTRATIVO,bom atendimento
ADMINISTRATIVO,pessimo o hospital nao teve instrutura e leito suficiente para atender a dementa das criancas que estavam chegando
ADMINISTRATIVO,a comida
ADMINISTRATIVO,minha insatisfacao foi a demora da nossa chegada ate minha mae internar. depois mais demorado ainda. muita demora no hospital
ADMINISTRATIVO,passei mais de 2 horas pra ser atendida com minha bebe
ADMINISTRATIVO,passei mais de 2 horas pra ser atendida com minha bebe
ADMINISTRATIVO,demora
ADMINISTRATIVO,demora
ADMINISTRATIVO,demora
ADMINISTRATIVO,atraso na cirurgia
ADMINISTRATIVO,"minha filha foi desospitalizada para dar continuidade ao tratamento em casa porque o hospital estava com super lotacao. pago plano a tres anos e nunca precisou de internacao. e quando precisou, ficou na sala de medicacao. e estava uma loucura la. muitos pacientes para poucos profissionais. um absurdo! estou decepcionada com esse plano."
ADMINISTRATIVO,"fiz a cirurgia e fiquei umas 2 horas ou mais na sala de observacao, pq nao tinha um um quarto com leito disponivel pra mim e pra mais 4 cirurgiados tbm aguardando junto comigo. organizacao pessima, pessima estrutura do hospital. na minha cirugia eu precisava passar 24 horas no hospital. no mesmo dia me mandaram pra casa, pq nao tinha leito suficiente pra me ficar."
ADMINISTRATIVO,todos muito prestativos
ADMINISTRATIVO,"eu estava com a carata da cesaria, e agendada para internar as 6h cheguei perto das 2h com contracao e nao queriam fazer minha cesaria por ser de madrugada, me colocaram na bola no chuveiro pra 6h me levar pra cesaria"
ADMINISTRATIVO,"demora no atendimento, horario para chegada as 17h e atendimento as 20h."
RECEPÇAO,"dei o meu nome na recepcao, as 10 15 e so fui chamada para ao um retorno por volta das 12 19, me dizendo que a minha cirurgia era eletiva e so iam me colocar para dentro do hospital por volta das 14 30 .sendo que o dr clayton tinha falado que o parto e por ordem de chegada por volta das 13h iniciava ,e eu tinha chegar 2 horas de antecedencia . e eu cheguei com 3 horas ."
